Type,Relateret produkt nummer,Varenummer,Produktnavn,Indskriv varianter adskilt med komma,Farve,Str.,Smagsvariant,Kort beskrivelse,Lang beskrivelse,vægt,Pris,Special pris,kategori
simple,2015-kildemoes-city-retro-7gear-dynamo-dame-config,YKK2775502,2021 Kildemoes City Retro 7 Gear Dynamo,"str, farve",White,55,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
config,,2015-kildemoes-city-colibri-7gear-dynamo-herre-config,2015 Kildemoes City Colibri 7 Gear Dynamo,,,,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,"HERRE, Citybikes&klassik"
simple,2015-kildemoes-city-colibri-7gear-dynamo-herre-config,YKK8875501,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Steel Grey Matt,55,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
simple,2015-kildemoes-city-colibri-7gear-dynamo-herre-config,YKK8875901,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Steel Grey Matt,59,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
simple,2015-kildemoes-city-colibri-7gear-dynamo-herre-config,YKK8875502,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Light Army Green,55,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
simple,2015-kildemoes-city-colibri-7gear-dynamo-herre-config,YKK8875902,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Light Army Green,59,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
config,,2015-kildemoes-city-colibri-7gear-dynamo-dame-config,2015 Kildemoes City Colibri 7 Gear Dynamo,,,,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,"DAME, CtiyShopping, Retro & Classic"
simple,2015-kildemoes-city-colibri-7gear-dynamo-dame-config,YKK8974701,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Steel Grey Matt,47,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
simple,2015-kildemoes-city-colibri-7gear-dynamo-dame-config,YKK8975101,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Steel Grey Matt,51,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
simple,2015-kildemoes-city-colibri-7gear-dynamo-dame-config,YKK8974702,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Light Army Green,47,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
simple,2015-kildemoes-city-colibri-7gear-dynamo-dame-config,YKK8975102,2015 Kildemoes City Colibri 7 Gear Dynamo,"str, farve",Light Army Green,51,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse/rullebremse og dynamo","City Colibri er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, fodbremse og rullebremse for, lukket kædeskærm, integreret bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"6,499.00",,
